Customer,State,Coverage,Education,Gender,Income,Location_Code,Marital_Status,Sales_Channel,Vehicle_Class,Vehicle_Size,flag
IL67915,Arizona,Premium,College,F,50117,Urban,Single,Branch,Four-Door Car,Medsize,1
GU45597,Oregon,Basic,Bachelor,F,0,Suburban,Divorced,Call Center,SUV,Medsize,1
RT29777,Oregon,Basic,Bachelor,F,88613,Urban,Divorced,Branch,SUV,Small,2
KH16079,Washington,Basic,High School or Below,F,0,Suburban,Single,Agent,Four-Door Car,Small,2
GJ63345,Arizona,Basic,Bachelor,F,0,Suburban,Single,Call Center,Four-Door Car,Medsize,2
EC94366,Oregon,Extended,Doctor,M,20101,Urban,Married,Agent,Four-Door Car,Medsize,1
SP80065,California,Extended,High School or Below,F,40032,Suburban,Married,Agent,Four-Door Car,Medsize,3
RS59102,California,Basic,College,M,37050,Suburban,Married,Agent,Sports Car,Medsize,2
EU81458,Oregon,Basic,Doctor,F,95782,Urban,Married,Call Center,Four-Door Car,Medsize,2
BD53342,Washington,Extended,College,F,21604,Suburban,Divorced,Branch,Four-Door Car,Medsize,2
MM45897,Nevada,Basic,Bachelor,M,88545,Suburban,Married,Call Center,Four-Door Car,Large,2
CI38330,Washington,Basic,Bachelor,M,72217,Rural,Married,Branch,Four-Door Car,Medsize,2
ET90029,Arizona,Extended,Doctor,F,14278,Urban,Married,Web,Sports Car,Small,2
ME11422,California,Basic,College,M,0,Suburban,Married,Agent,Four-Door Car,Small,2
DH61947,Oregon,Extended,Bachelor,M,0,Rural,Married,Call Center,Two-Door Car,Medsize,2
XQ39498,Oregon,Premium,High School or Below,M,57659,Suburban,Divorced,Agent,Four-Door Car,Medsize,2
KF46546,Arizona,Basic,Bachelor,F,75845,Rural,Married,Agent,Four-Door Car,Medsize,2
AS99827,Oregon,Basic,Bachelor,F,0,Suburban,Single,Branch,Four-Door Car,Medsize,2
JL93248,Oregon,Basic,High School or Below,F,18884,Suburban,Divorced,Branch,Four-Door Car,Small,2
QU55718,California,Extended,Bachelor,F,92914,Suburban,Married,Agent,Sports Car,Large,2
XH53960,Arizona,Basic,Bachelor,F,0,Suburban,Single,Agent,Four-Door Car,Small,2
IU32539,California,Extended,Bachelor,F,50886,Suburban,Single,Branch,Two-Door Car,Medsize,2
UQ24268,Oregon,Extended,High School or Below,F,0,Suburban,Married,Agent,Four-Door Car,Medsize,2
CR41258,Nevada,Basic,College,M,53304,Rural,Married,Branch,Four-Door Car,Medsize,2
GQ92754,Nevada,Extended,College,M,0,Suburban,Married,Call Center,Four-Door Car,Medsize,2
IF80474,Washington,Premium,College,M,86653,Rural,Married,Call Center,Four-Door Car,Medsize,2
VC64410,Arizona,Basic,High School or Below,F,25965,Suburban,Divorced,Agent,Four-Door Car,Medsize,2
GB44176,Arizona,Premium,College,M,40994,Rural,Married,Agent,Four-Door Car,Medsize,2
KT46283,California,Basic,College,M,58089,Suburban,Married,Agent,SUV,Medsize,1
ZD59913,Oregon,Basic,High School or Below,F,25965,Suburban,Divorced,Agent,Four-Door Car,Medsize,1
VP48253,Arizona,Basic,High School or Below,M,41186,Urban,Single,Agent,Four-Door Car,Medsize,2
XS30210,Arizona,Basic,College,M,84583,Urban,Married,Branch,Four-Door Car,Small,1
JM47657,Oregon,Basic,High School or Below,F,25965,Suburban,Divorced,Agent,Four-Door Car,Medsize,2
MK87221,Arizona,Extended,High School or Below,F,18168,Suburban,Married,Agent,Two-Door Car,Medsize,2
JH73645,California,Basic,High School or Below,M,0,Suburban,Single,Call Center,Four-Door Car,Small,2
NW67881,Oregon,Basic,Bachelor,M,74586,Suburban,Married,Call Center,SUV,Medsize,2
EZ70847,Washington,Basic,College,F,67326,Suburban,Married,Agent,Four-Door Car,Medsize,1
QI51950,Nevada,Basic,High School or Below,F,74057,Suburban,Single,Branch,SUV,Medsize,2
XG55762,Nevada,Extended,Bachelor,F,0,Suburban,Single,Branch,Four-Door Car,Medsize,1
No93155,Arizona,Basic,Master,M,28245,Suburban,Married,Agent,Two-Door Car,Medsize,2
RV97631,Oregon,Extended,College,F,0,Suburban,Married,Agent,SUV,Small,1
YX54093,Arizona,Basic,College,M,0,Rural,Divorced,Branch,Four-Door Car,Medsize,2
RL28880,Nevada,Basic,Bachelor,F,69959,Suburban,Divorced,Branch,Two-Door Car,Medsize,2
QD17769,Oregon,Basic,High School or Below,M,75740,Rural,Married,Agent,Two-Door Car,Medsize,1
DZ64604,California,Premium,High School or Below,M,60774,Suburban,Married,Branch,SUV,Small,2
XM14899,Oregon,Extended,College,M,0,Suburban,Married,Agent,SUV,Medsize,2
RO89767,Arizona,Basic,Master,M,0,Urban,Married,Agent,Sports Car,Medsize,2
LQ23049,California,Basic,High School or Below,F,25965,Suburban,Divorced,Agent,Four-Door Car,Medsize,2
ZJ86769,Nevada,Basic,College,M,58089,Suburban,Married,Agent,SUV,Medsize,2
VJ34494,Washington,Basic,College,F,0,Suburban,Single,Branch,Four-Door Car,Large,1
PJ84431,California,Basic,High School or Below,M,91512,Suburban,Married,Branch,Luxury Car,Medsize,2
FU65756,Arizona,Basic,College,F,54695,Suburban,Married,Branch,SUV,Medsize,2
BI33231,California,Extended,High School or Below,F,0,Urban,Married,Agent,Four-Door Car,Medsize,2
GD89605,Oregon,Basic,Master,F,59364,Suburban,Married,Agent,Four-Door Car,Small,1
TO19482,Oregon,Basic,High School or Below,M,67467,Suburban,Married,Branch,Two-Door Car,Medsize,2
XZ45224,Oregon,Basic,College,F,38961,Suburban,Divorced,Agent,Two-Door Car,Medsize,1
GP19791,California,Basic,College,F,31356,Suburban,Married,Agent,Two-Door Car,Small,2
PD52748,Oregon,Extended,High School or Below,F,0,Suburban,Single,Call Center,SUV,Medsize,2
YE87442,Arizona,Extended,High School or Below,F,34831,Suburban,Married,Branch,SUV,Medsize,2
XY78443,Arizona,Basic,College,F,0,Suburban,Single,Agent,Two-Door Car,Medsize,2
BV53716,Oregon,Basic,High School or Below,F,93348,Rural,Married,Call Center,Four-Door Car,Medsize,2
XF94560,Washington,Basic,High School or Below,F,0,Suburban,Married,Call Center,Four-Door Car,Medsize,1
FT79229,Washington,Basic,Bachelor,F,83761,Suburban,Divorced,Agent,SUV,Medsize,2
XP69351,California,Basic,College,M,0,Rural,Married,Branch,Four-Door Car,Medsize,2
JC16991,Arizona,Basic,Master,F,36639,Suburban,Divorced,Call Center,Four-Door Car,Small,2
DX91931,Washington,Premium,College,M,0,Suburban,Single,Branch,SUV,Small,2
VL59942,Arizona,Basic,Bachelor,F,94137,Rural,Married,Web,Four-Door Car,Medsize,2
EI29901,Arizona,Basic,Bachelor,M,26849,Rural,Married,Agent,Four-Door Car,Medsize,2
TO39943,Washington,Basic,High School or Below,F,30503,Urban,Married,Call Center,Two-Door Car,Medsize,1
DY69629,Oregon,Extended,College,F,21604,Suburban,Divorced,Branch,Four-Door Car,Medsize,1
LU18867,Oregon,Extended,High School or Below,M,25075,Suburban,Single,Agent,Four-Door Car,Medsize,2
EX73249,Arizona,Basic,College,F,0,Suburban,Single,Branch,Four-Door Car,Medsize,2
IW99237,Oregon,Basic,Bachelor,M,0,Suburban,Single,Branch,Two-Door Car,Medsize,2
YT96284,Oregon,Extended,Master,M,83632,Rural,Married,Agent,Four-Door Car,Medsize,2
IW21434,Oregon,Basic,Bachelor,F,44940,Urban,Single,Agent,Four-Door Car,Medsize,1
GJ47397,Oregon,Basic,High School or Below,M,0,Suburban,Married,Agent,SUV,Medsize,3
FX78218,California,Basic,Doctor,M,45855,Rural,Married,Web,Four-Door Car,Large,2
ET44462,Arizona,Extended,High School or Below,M,65165,Suburban,Married,Web,SUV,Medsize,2
MT91532,California,Extended,Bachelor,M,62338,Rural,Married,Agent,Four-Door Car,Medsize,1
AP47670,California,Basic,High School or Below,M,29465,Suburban,Married,Call Center,Four-Door Car,Medsize,2
RD96782,California,Basic,Bachelor,F,0,Suburban,Married,Branch,Two-Door Car,Small,2
CD14267,Nevada,Premium,College,M,60334,Rural,Married,Web,Four-Door Car,Large,1
GV75215,Oregon,Basic,Bachelor,F,54684,Urban,Married,Agent,Sports Car,Medsize,1
IR50609,Arizona,Premium,Bachelor,M,75007,Suburban,Divorced,Agent,Four-Door Car,Medsize,2
DL17162,Arizona,Extended,College,M,42961,Suburban,Married,Web,Four-Door Car,Medsize,2
TK49887,California,Extended,College,F,0,Suburban,Single,Branch,Two-Door Car,Medsize,2
BR77413,Arizona,Basic,College,M,58089,Suburban,Married,Agent,SUV,Medsize,2
NI88122,California,Basic,College,F,0,Suburban,Single,Web,Four-Door Car,Small,1
AX71238,California,Extended,High School or Below,M,38096,Suburban,Divorced,Agent,Two-Door Car,Medsize,2
KC79907,Arizona,Basic,College,F,91915,Rural,Divorced,Call Center,Luxury Car,Medsize,2
RI76930,California,Basic,College,F,43276,Suburban,Married,Call Center,SUV,Large,2
KA49711,Nevada,Basic,Bachelor,M,77524,Rural,Married,Call Center,Four-Door Car,Small,1
YI68606,Oregon,Basic,High School or Below,F,75449,Rural,Divorced,Agent,Two-Door Car,Medsize,1
OG67387,California,Basic,College,M,0,Suburban,Single,Call Center,Four-Door Car,Medsize,2
GP85044,Arizona,Basic,Bachelor,M,91967,Rural,Married,Agent,SUV,Medsize,3
EV39637,Oregon,Basic,High School or Below,F,0,Suburban,Single,Branch,Four-Door Car,Medsize,2
LU40443,Oregon,Basic,Master,M,64255,Urban,Single,Web,Four-Door Car,Medsize,2
SO54368,Oregon,Basic,College,M,58089,Suburban,Married,Agent,SUV,Medsize,2
JB23570,California,Extended,College,M,94042,Suburban,Married,Branch,SUV,Medsize,1
EB55390,Oregon,Basic,Master,F,43731,Urban,Married,Web,Four-Door Car,Medsize,3
EO17010,California,Basic,Master,M,30887,Urban,Married,Agent,SUV,Large,2
UN63889,California,Basic,Bachelor,M,90443,Urban,Divorced,Call Center,Two-Door Car,Medsize,2
JN10602,California,Basic,Master,F,81785,Suburban,Divorced,Agent,Four-Door Car,Large,2
PS68884,California,Basic,College,M,58089,Suburban,Married,Agent,SUV,Medsize,1
TV37646,California,Basic,College,F,70012,Suburban,Married,Agent,SUV,Small,2
ZN98560,California,Basic,College,M,0,Rural,Married,Branch,SUV,Medsize,1
VJ49806,California,Basic,College,M,0,Suburban,Single,Agent,Two-Door Car,Medsize,2
OK96130,California,Extended,High School or Below,M,37331,Suburban,Married,Agent,SUV,Medsize,2
CK15380,California,Basic,High School or Below,F,20814,Urban,Married,Call Center,Four-Door Car,Medsize,2
HA93483,California,Basic,Bachelor,F,11811,Suburban,Married,Branch,Sports Car,Small,2
KN50049,California,Premium,College,M,24054,Suburban,Single,Branch,SUV,Medsize,2
UK45178,California,Basic,Bachelor,F,0,Suburban,Single,Agent,Two-Door Car,Small,2
ZP86347,California,Extended,College,F,44019,Rural,Married,Agent,SUV,Medsize,2
TF56202,California,Basic,College,M,66367,Suburban,Divorced,Call Center,Two-Door Car,Small,2
PK87824,California,Extended,College,F,21604,Suburban,Divorced,Branch,Four-Door Car,Medsize,1
GO36627,Arizona,Extended,College,M,21880,Urban,Married,Branch,Four-Door Car,Medsize,3
GK73582,California,Extended,Bachelor,F,64586,Urban,Single,Branch,Four-Door Car,Medsize,2
MF82000,Washington,Basic,Bachelor,F,0,Rural,Married,Branch,Four-Door Car,Medsize,3
XH85336,Washington,Basic,Bachelor,M,67798,Suburban,Divorced,Agent,Four-Door Car,Medsize,2
SV38190,Nevada,Extended,Bachelor,F,30689,Suburban,Married,Branch,Four-Door Car,Medsize,2
MY97912,Arizona,Extended,College,M,0,Suburban,Divorced,Call Center,SUV,Medsize,2
UI55951,California,Basic,Bachelor,M,67798,Suburban,Divorced,Agent,Four-Door Car,Medsize,2
JF57282,Nevada,Extended,Bachelor,M,0,Suburban,Married,Branch,SUV,Small,2
ZC24631,Oregon,Extended,College,M,67267,Rural,Single,Call Center,Four-Door Car,Medsize,1
YR34689,California,Extended,High School or Below,F,79270,Suburban,Married,Branch,Four-Door Car,Medsize,2
MO33320,Oregon,Basic,College,M,18024,Suburban,Single,Agent,Two-Door Car,Medsize,2
EI71732,Oregon,Extended,Doctor,F,0,Suburban,Married,Agent,Four-Door Car,Medsize,2
HT16519,Washington,Basic,Bachelor,F,63009,Urban,Married,Call Center,Sports Car,Small,2
RY92647,California,Extended,Bachelor,F,0,Suburban,Married,Branch,Four-Door Car,Medsize,2
RY92254,Washington,Premium,Bachelor,M,33531,Suburban,Married,Agent,Two-Door Car,Medsize,2
NK91488,Nevada,Basic,Master,M,56005,Suburban,Married,Branch,Four-Door Car,Small,2
BW25236,Arizona,Basic,College,M,72215,Urban,Married,Web,Four-Door Car,Medsize,2
CK40732,California,Premium,High School or Below,F,0,Suburban,Single,Agent,Four-Door Car,Medsize,3
EP61084,Nevada,Extended,High School or Below,F,68776,Rural,Married,Call Center,Four-Door Car,Medsize,2
GY74661,Oregon,Basic,College,F,34911,Rural,Divorced,Agent,SUV,Large,2
JW24035,Oregon,Basic,College,M,0,Suburban,Single,Branch,Four-Door Car,Medsize,2
SR30440,California,Basic,College,F,43383,Suburban,Married,Branch,SUV,Medsize,2
LT89398,California,Extended,High School or Below,M,0,Suburban,Married,Web,Four-Door Car,Small,2
KP65334,California,Extended,College,F,0,Suburban,Married,Agent,Four-Door Car,Medsize,1
QD73891,Oregon,Basic,High School or Below,M,90217,Suburban,Married,Web,Four-Door Car,Small,2
QP56563,Oregon,Basic,College,M,80985,Rural,Married,Agent,Four-Door Car,Medsize,2
NC42524,California,Extended,College,M,30430,Suburban,Single,Web,Four-Door Car,Small,3
LM44949,Oregon,Basic,Doctor,F,36938,Urban,Married,Agent,Four-Door Car,Medsize,3
QQ53360,Nevada,Extended,College,M,0,Suburban,Married,Agent,Two-Door Car,Medsize,2
MX28412,Oregon,Basic,College,F,28700,Suburban,Married,Web,Four-Door Car,Medsize,2
TG57800,Oregon,Basic,College,F,0,Suburban,Single,Call Center,Two-Door Car,Medsize,2
GJ47896,Arizona,Basic,College,F,35503,Urban,Married,Branch,Two-Door Car,Medsize,2
QB14114,Oregon,Extended,High School or Below,F,81850,Urban,Single,Call Center,Sports Car,Medsize,2
QE92747,Oregon,Premium,Bachelor,F,77282,Suburban,Married,Agent,Four-Door Car,Medsize,1
CL37990,Arizona,Extended,Bachelor,F,0,Suburban,Single,Call Center,Four-Door Car,Medsize,1
RI35792,Nevada,Extended,College,F,0,Urban,Married,Branch,SUV,Small,2
HV62406,Oregon,Basic,High School or Below,F,26100,Suburban,Single,Agent,Four-Door Car,Medsize,2
ZN59196,Oregon,Premium,Bachelor,F,14108,Suburban,Married,Call Center,Four-Door Car,Small,2
JS58659,Nevada,Basic,Bachelor,M,76558,Urban,Married,Agent,Four-Door Car,Medsize,3
ST59524,Oregon,Basic,College,M,0,Suburban,Married,Call Center,Four-Door Car,Medsize,2
PR22184,California,Basic,College,F,95330,Suburban,Married,Branch,Sports Car,Medsize,1
AW86033,California,Basic,College,M,18287,Suburban,Married,Agent,Two-Door Car,Medsize,2
WV37081,California,Basic,College,M,25963,Urban,Married,Web,Four-Door Car,Medsize,2
WQ13284,California,Basic,College,M,62989,Urban,Divorced,Web,Four-Door Car,Medsize,2
WA70405,Nevada,Basic,College,M,89834,Suburban,Single,Agent,SUV,Medsize,2
MV41462,Arizona,Basic,Bachelor,F,35596,Suburban,Married,Agent,Two-Door Car,Medsize,2
CI27304,California,Extended,College,M,40269,Urban,Married,Agent,Four-Door Car,Medsize,2
VF83291,Oregon,Basic,College,F,0,Suburban,Single,Agent,Four-Door Car,Small,2
FQ24929,Oregon,Basic,Master,M,56005,Suburban,Married,Branch,Four-Door Car,Small,2
NI49607,Oregon,Basic,College,F,28719,Suburban,Married,Branch,SUV,Medsize,2
JZ63423,Arizona,Extended,College,M,67431,Suburban,Divorced,Call Center,SUV,Large,2
DC70690,Arizona,Basic,College,F,51737,Suburban,Single,Web,Four-Door Car,Medsize,2
XH93021,Nevada,Extended,High School or Below,M,0,Suburban,Single,Branch,Four-Door Car,Small,2
IC12985,Arizona,Premium,Bachelor,M,40160,Suburban,Married,Call Center,Four-Door Car,Small,2
GH86762,California,Extended,Bachelor,F,59853,Urban,Single,Web,SUV,Small,3
BW80872,Washington,Premium,High School or Below,M,34549,Rural,Married,Web,Four-Door Car,Medsize,2
TV77808,Arizona,Basic,High School or Below,M,67132,Suburban,Married,Branch,Four-Door Car,Large,1
PA38372,Washington,Premium,High School or Below,F,33060,Rural,Married,Branch,Four-Door Car,Medsize,2
KI82366,Arizona,Premium,College,M,0,Suburban,Single,Call Center,Four-Door Car,Medsize,2
YD22081,Arizona,Extended,College,F,45668,Urban,Married,Branch,Four-Door Car,Medsize,2
GP99578,Nevada,Basic,High School or Below,F,0,Suburban,Single,Branch,Luxury SUV,Medsize,2
YC83239,Washington,Extended,Bachelor,F,0,Suburban,Single,Web,Two-Door Car,Medsize,2
HP56518,Oregon,Basic,Bachelor,M,67798,Suburban,Divorced,Agent,Four-Door Car,Medsize,2
DR68556,Oregon,Basic,High School or Below,M,85067,Urban,Married,Branch,Four-Door Car,Medsize,2
OC88207,California,Basic,Master,M,77265,Rural,Married,Branch,Two-Door Car,Medsize,3
JG83987,Arizona,Extended,Bachelor,F,30857,Urban,Married,Web,Two-Door Car,Large,2
ZN27809,Oregon,Basic,College,F,0,Suburban,Single,Web,SUV,Medsize,2
BE75190,California,Extended,College,M,28754,Suburban,Single,Web,Four-Door Car,Medsize,1
PS47550,California,Basic,High School or Below,F,80237,Suburban,Married,Branch,SUV,Medsize,2
MF23895,Arizona,Basic,College,F,58139,Rural,Married,Agent,Four-Door Car,Medsize,1
SZ60342,Arizona,Basic,College,M,51071,Suburban,Married,Agent,Two-Door Car,Small,2
ZX68434,California,Extended,Doctor,F,0,Suburban,Divorced,Web,SUV,Medsize,2
CN17219,Oregon,Basic,College,M,27961,Suburban,Married,Agent,Two-Door Car,Small,2
UM73815,Arizona,Premium,High School or Below,F,74871,Suburban,Married,Call Center,SUV,Medsize,2
SP94430,California,Basic,Bachelor,F,53330,Urban,Single,Agent,Four-Door Car,Medsize,2
GT89774,Arizona,Extended,Bachelor,F,87139,Rural,Married,Agent,Luxury SUV,Medsize,2
UD31660,California,Premium,Bachelor,M,70129,Rural,Married,Branch,Four-Door Car,Medsize,2
CO44659,Arizona,Extended,Bachelor,F,43510,Urban,Married,Agent,Four-Door Car,Medsize,2
RA43827,Oregon,Basic,High School or Below,F,0,Suburban,Single,Branch,SUV,Medsize,3
ZZ42291,California,Extended,Master,F,77143,Rural,Married,Agent,SUV,Small,2
HX36471,California,Extended,High School or Below,F,0,Suburban,Single,Branch,Two-Door Car,Medsize,2
SK98708,Oregon,Premium,College,F,0,Suburban,Single,Branch,Four-Door Car,Medsize,1
NM77390,Nevada,Basic,High School or Below,M,56788,Suburban,Single,Agent,SUV,Medsize,3
NN79124,Nevada,Basic,Bachelor,M,90156,Urban,Married,Call Center,SUV,Small,2
MR13691,Arizona,Extended,Bachelor,M,47622,Urban,Married,Call Center,Four-Door Car,Medsize,2
QA78691,Nevada,Basic,Bachelor,F,0,Suburban,Single,Call Center,Four-Door Car,Large,2
KA29693,California,Basic,College,M,16266,Suburban,Married,Web,SUV,Medsize,3
RA87395,California,Basic,Bachelor,M,0,Rural,Married,Agent,SUV,Medsize,2
TG60853,Nevada,Extended,Doctor,F,0,Suburban,Married,Agent,Four-Door Car,Medsize,1
EZ39383,Arizona,Basic,Bachelor,F,55436,Suburban,Divorced,Agent,Four-Door Car,Small,2
YU90693,California,Basic,High School or Below,F,77993,Suburban,Single,Agent,Four-Door Car,Medsize,2
QB26845,Oregon,Basic,Bachelor,M,0,Suburban,Single,Agent,SUV,Medsize,2
OM37845,California,Basic,Master,M,56005,Suburban,Married,Branch,Four-Door Car,Small,2
QC34927,California,Extended,High School or Below,M,74142,Suburban,Married,Branch,Two-Door Car,Medsize,2
AX71707,Arizona,Extended,College,F,67881,Suburban,Married,Branch,Two-Door Car,Medsize,2
EU98982,Arizona,Basic,High School or Below,M,0,Suburban,Single,Branch,SUV,Medsize,2
GH30325,Oregon,Basic,College,M,27093,Suburban,Married,Branch,Four-Door Car,Medsize,2
YJ42538,Arizona,Basic,Bachelor,F,21359,Suburban,Married,Agent,Sports Car,Medsize,2
UA58104,California,Basic,College,F,76505,Rural,Married,Branch,Four-Door Car,Medsize,2
HP20623,California,Basic,High School or Below,F,70988,Suburban,Married,Web,Four-Door Car,Medsize,2
RY44996,Oregon,Basic,High School or Below,F,56536,Urban,Divorced,Web,Four-Door Car,Medsize,3
RN86953,California,Basic,High School or Below,F,69674,Suburban,Married,Branch,Two-Door Car,Medsize,2
JK30153,Oregon,Basic,Master,F,99652,Urban,Married,Branch,SUV,Large,2
LA78882,California,Basic,Bachelor,M,0,Suburban,Single,Agent,Luxury Car,Medsize,2
UN98304,Oregon,Basic,High School or Below,M,0,Suburban,Single,Web,Four-Door Car,Small,1
VO30155,Nevada,Basic,High School or Below,M,85447,Suburban,Single,Branch,Four-Door Car,Medsize,1
CY33307,California,Basic,College,F,32403,Rural,Married,Agent,Four-Door Car,Medsize,1
ZL82075,Nevada,Basic,Master,M,56005,Suburban,Married,Branch,Four-Door Car,Small,1
XF89906,Arizona,Extended,High School or Below,M,29295,Suburban,Married,Agent,Luxury SUV,Large,2
MR46875,Washington,Basic,Master,M,41126,Urban,Divorced,Call Center,Four-Door Car,Medsize,1
IJ33473,California,Basic,Bachelor,F,0,Suburban,Single,Call Center,Two-Door Car,Medsize,2
VY23882,Arizona,Basic,Bachelor,M,67798,Suburban,Divorced,Agent,Four-Door Car,Medsize,2
IM78342,Oregon,Extended,College,F,0,Suburban,Married,Branch,SUV,Medsize,2
WZ56476,California,Extended,Doctor,F,0,Suburban,Married,Agent,Four-Door Car,Medsize,2
RA97108,Oregon,Extended,High School or Below,F,0,Suburban,Single,Call Center,Four-Door Car,Medsize,2
TS81548,Oregon,Basic,Master,F,43416,Suburban,Married,Branch,Four-Door Car,Medsize,2
JQ70222,Washington,Basic,High School or Below,F,53055,Suburban,Single,Call Center,SUV,Small,2
HS13676,California,Premium,High School or Below,M,0,Suburban,Single,Agent,Four-Door Car,Medsize,2
MO48960,California,Extended,Doctor,F,0,Suburban,Married,Agent,Four-Door Car,Medsize,2
YZ77792,Washington,Basic,High School or Below,F,0,Suburban,Single,Agent,Four-Door Car,Small,2
ZG95780,Arizona,Basic,College,M,11193,Suburban,Single,Agent,SUV,Small,2
NC40609,Nevada,Extended,College,M,0,Suburban,Single,Call Center,Four-Door Car,Small,1
YD89516,California,Basic,High School or Below,M,0,Suburban,Single,Web,Four-Door Car,Small,1
MN81810,California,Basic,High School or Below,F,76638,Suburban,Single,Agent,Four-Door Car,Small,2
CI19819,Arizona,Basic,High School or Below,M,0,Suburban,Single,Agent,Two-Door Car,Medsize,2
QK24293,Oregon,Extended,Doctor,F,0,Suburban,Married,Agent,Four-Door Car,Medsize,1
BU61331,Arizona,Basic,College,M,46417,Rural,Married,Branch,Four-Door Car,Medsize,1
FH69597,California,Basic,High School or Below,F,73836,Urban,Married,Branch,Luxury Car,Medsize,2
FJ12205,Oregon,Extended,Master,M,42602,Rural,Married,Agent,Two-Door Car,Medsize,2
ZJ29643,Washington,Extended,Doctor,F,0,Suburban,Married,Agent,Four-Door Car,Medsize,2
MI16758,Nevada,Basic,High School or Below,F,43184,Urban,Divorced,Web,SUV,Small,2
DH18269,Arizona,Extended,College,M,16040,Suburban,Divorced,Branch,Two-Door Car,Medsize,2
LC60153,California,Basic,Bachelor,M,72503,Urban,Single,Agent,SUV,Large,2
FM52759,Nevada,Basic,Bachelor,M,67798,Suburban,Divorced,Agent,Four-Door Car,Medsize,2
AQ70385,Oregon,Basic,High School or Below,M,30242,Rural,Married,Branch,Four-Door Car,Medsize,2
ZZ22047,Washington,Basic,Bachelor,M,67798,Suburban,Divorced,Agent,Four-Door Car,Medsize,1
DC85335,Oregon,Basic,College,M,49821,Suburban,Married,Web,Four-Door Car,Small,2
OJ38536,California,Basic,Doctor,F,62010,Suburban,Married,Agent,SUV,Medsize,2
BK61065,California,Basic,Master,M,56005,Suburban,Married,Branch,Four-Door Car,Small,2
BO58202,California,Basic,Bachelor,F,22590,Rural,Single,Call Center,Two-Door Car,Medsize,2
GM84292,California,Extended,Master,F,38401,Suburban,Married,Agent,Four-Door Car,Medsize,1
UG49494,California,Basic,High School or Below,F,57846,Suburban,Single,Agent,Four-Door Car,Medsize,2
YH81239,California,Extended,High School or Below,M,48131,Suburban,Divorced,Call Center,Four-Door Car,Medsize,2
CI30899,California,Basic,College,F,0,Suburban,Single,Branch,Two-Door Car,Small,2
YX35990,California,Basic,Master,M,56005,Suburban,Married,Branch,Four-Door Car,Small,1
FL50705,California,Premium,High School or Below,F,66140,Suburban,Married,Call Center,Four-Door Car,Small,1
CN24514,Arizona,Basic,College,F,46618,Rural,Married,Agent,Four-Door Car,Large,2
FO35655,Oregon,Extended,Bachelor,M,0,Suburban,Single,Branch,Luxury SUV,Medsize,1
NC53424,California,Basic,Bachelor,M,0,Suburban,Married,Web,Two-Door Car,Medsize,2
HR85211,Washington,Basic,Master,F,89879,Rural,Married,Web,Two-Door Car,Medsize,2
TR67616,Oregon,Basic,High School or Below,M,30686,Rural,Single,Web,Four-Door Car,Medsize,1
HB67642,Arizona,Basic,High School or Below,F,20090,Suburban,Married,Agent,Sports Car,Medsize,2
XH97711,California,Basic,Bachelor,M,83140,Urban,Married,Agent,Four-Door Car,Medsize,1
VM13430,Oregon,Basic,Bachelor,F,79090,Urban,Married,Branch,SUV,Medsize,1
OY51402,Washington,Basic,High School or Below,F,54040,Rural,Married,Agent,SUV,Medsize,2
UK25655,Oregon,Extended,Bachelor,F,64348,Rural,Married,Call Center,Two-Door Car,Medsize,2
VY79030,Arizona,Basic,College,F,0,Suburban,Single,Call Center,Four-Door Car,Medsize,1
PN98247,California,Extended,College,M,58414,Suburban,Single,Agent,Luxury SUV,Small,2
QA85890,Arizona,Extended,High School or Below,F,0,Suburban,Single,Agent,Four-Door Car,Medsize,1
XC15133,Nevada,Basic,Master,F,34990,Rural,Single,Web,Four-Door Car,Medsize,2
FY62633,Oregon,Extended,Bachelor,M,0,Suburban,Single,Agent,Four-Door Car,Medsize,2
QE12539,California,Basic,Doctor,M,40870,Suburban,Married,Agent,SUV,Large,2
AH65907,California,Basic,Bachelor,F,51790,Suburban,Married,Agent,Four-Door Car,Large,2
LT57320,Nevada,Basic,Master,F,22732,Rural,Married,Branch,Four-Door Car,Medsize,2
QA41472,Oregon,Basic,Bachelor,M,34495,Urban,Married,Branch,SUV,Medsize,2
VM85856,Oregon,Basic,Master,F,34990,Rural,Single,Web,Four-Door Car,Medsize,2
BD77090,Washington,Basic,Bachelor,F,79090,Urban,Married,Branch,SUV,Medsize,2
HI41970,Oregon,Basic,High School or Below,F,68671,Rural,Married,Call Center,Two-Door Car,Medsize,3
XK15687,Oregon,Extended,High School or Below,F,58518,Rural,Married,Agent,SUV,Medsize,2
JY87538,Oregon,Basic,College,F,91871,Urban,Single,Web,SUV,Medsize,2
RU50098,Arizona,Basic,Master,F,34990,Rural,Single,Web,Four-Door Car,Medsize,2
EL88957,California,Basic,College,M,0,Suburban,Married,Agent,SUV,Medsize,2
OG77759,Arizona,Basic,Bachelor,M,28227,Suburban,Married,Agent,Four-Door Car,Small,2
UT48216,Nevada,Extended,College,M,58414,Suburban,Single,Agent,Luxury SUV,Small,2
FG29932,California,Extended,College,M,58414,Suburban,Single,Agent,Luxury SUV,Small,3
EL89222,California,Basic,Bachelor,F,79090,Urban,Married,Branch,SUV,Medsize,2
BZ50261,Arizona,Basic,High School or Below,F,78275,Rural,Married,Branch,Two-Door Car,Small,2
